customer_id,age,annual_income,loan_amount,loan_purpose,credit_score,transaction_count,spending_ratio,join_date,default_flag
CUST01005,33.0,313564.56,72501.79,Home,447.0,40,8.03,2024-11-20,1
CUST01006,50.0,604932.57,113843.54,Home,618.0,49,12.82,2019-07-30,0
CUST01007,27.0,389806.1,97963.12,Car,797.0,50,36.48,2024-07-04,0
CUST01008,42.0,,70172.54,Business,624.0,45,31.75,2025-05-23,0
CUST01009,63.0,550914.05,71990.13,Business,657.0,38,41.35,2024-08-23,0
CUST01010,40.0,706424.3,117711.56,Other,711.0,54,19.8,2023-07-17,1
CUST01011,29.0,149935.66,54932.87,Education,513.0,41,33.46,2021-09-17,1
CUST01012,43.0,423883.38,129448.4,Car,200.0,43,13.61,2020-07-04,1
CUST01013,,543223.34,74388.2,Car,655.0,43,24.51,2015-12-08,1
CUST01014,23.0,494749.8,106555.41,Home,799.0,42,60.89,2016-07-20,0
CUST01015,46.0,7592330.9,226472.21,Other,,55,7.99,2019-05-16,0
CUST01016,50.0,368445.42,89240.01,Car,619.0,48,48.73,2022-07-17,1
CUST01017,35.0,453338.13,171421.82,Car,576.0,37,20.96,2015-01-21,1
CUST01018,34.0,798598.33,33684.07,Education,567.0,30,11.14,2025-10-04,1
CUST01019,27.0,141585.0,74442.49,Business,740.0,53,11.85,2026-05-30,0
CUST01020,36.0,594024.15,100369.45,Home,652.0,44,20.47,2015-11-24,1
CUST01021,32.0,374391.6,313012.5,Business,950.0,38,50.29,2016-02-09,0
CUST01022,27.0,280363.13,30455.71,Business,609.0,48,33.32,2024-10-02,1
CUST01023,59.0,523489.43,93178.67,Business,605.0,33,7.34,2017-04-19,0
CUST01024,43.0,817270.7,236573.28,Home,612.0,43,47.01,2017-01-26,0
CUST01025,44.0,743833.07,61635.16,Home,,46,41.73,2017-02-24,0
CUST01026,48.0,413512.69,86881.18,Car,629.0,55,4.19,2023-01-22,1
CUST01027,46.0,685477.18,120456.43,Business,621.0,52,10.67,2016-07-10,1
CUST01028,33.0,682852.36,110271.98,Other,589.0,45,53.9,2017-02-10,0
CUST01029,41.0,423502.36,252574.69,Education,662.0,41,24.12,2019-07-28,0
CUST01030,35.0,312843.93,129195.79,Home,669.0,51,46.82,2021-11-23,1
CUST01031,43.0,322024.52,218964.25,Home,605.0,37,1.98,2026-05-19,1
CUST01032,42.0,672613.85,79538.38,Education,638.0,46,1.04,2017-09-24,1
CUST01033,34.0,433187.78,63302.79,Home,823.0,45,38.31,2017-12-05,0
CUST01034,23.0,262212.07,86212.12,Education,820.0,44,14.78,2021-03-24,0
CUST01035,40.0,190530.69,49243.77,Business,566.0,47,39.86,2019-10-20,1
CUST01036,36.0,670591.69,131940.59,Car,577.0,49,47.24,2021-11-24,1
CUST01037,18.0,336586.61,78313.33,Car,565.0,41,15.01,2017-10-31,1
CUST01038,44.0,521880.48,65968.11,Home,735.0,36,22.4,2022-02-09,0
CUST01039,49.0,822294.15,133145.13,Home,618.0,50,18.65,2025-08-21,1
CUST01040,66.0,229931.74,49700.51,Business,669.0,37,14.8,2022-11-06,0
CUST01041,34.0,432540.53,156733.36,Car,810.0,44,28.47,2023-06-13,0
CUST01042,32.0,406221.12,74087.16,Home,649.0,45,43.93,2015-10-17,0
CUST01043,26.0,4688644.47,197888.27,Home,706.0,41,12.92,2025-05-15,0
CUST01044,40.0,822069.32,77991.68,Home,692.0,39,12.86,2023-01-31,0
CUST01045,40.0,,144227.3,Business,603.0,38,15.13,2022-03-17,1
CUST01046,29.0,588245.1,109945.21,Education,735.0,44,36.52,2016-10-11,1
CUST01047,36.0,741004.43,154251.72,Education,582.0,36,47.02,2021-05-13,0
CUST01048,18.0,403048.21,105447.46,Education,757.0,51,18.39,2022-10-13,1
CUST01049,48.0,413030.41,36386.81,Home,603.0,39,3.15,2022-03-02,0
CUST01050,30.0,545372.7,180823.4,Education,612.0,35,9.46,2016-06-04,1
CUST01051,38.0,525659.29,93656.61,Home,,54,17.5,2015-06-22,1
CUST01052,22.0,591949.32,158531.67,Other,576.0,40,11.46,2020-07-05,0
CUST01053,32.0,585745.26,149364.95,Home,616.0,37,7.28,2023-03-31,1
CUST01054,35.0,270766.97,62070.25,Car,455.0,41,25.0,2019-06-12,0
CUST01055,38.0,725875.11,57018.03,Home,631.0,42,107.91,2022-11-26,1
CUST01056,43.0,792851.79,146270.52,Business,609.0,43,10.07,2026-02-12,1
CUST01057,54.0,485551.89,82293.76,Home,713.0,45,28.67,2025-03-23,1
CUST01058,46.0,209592.9,173140.31,Other,684.0,52,35.26,2022-04-02,1
CUST01059,49.0,417745.28,88705.7,Home,593.0,50,37.31,2023-05-16,0
CUST01060,54.0,487576.72,182416.14,Business,613.0,46,22.94,2016-01-06,0
CUST01061,44.0,249621.21,127259.39,Business,631.0,45,7.66,2015-12-24,1
CUST01062,38.0,369509.22,117334.6,Home,769.0,44,43.74,2023-01-21,0
CUST01063,,218669.19,78872.92,Home,584.0,46,4.96,2024-03-16,1
CUST01064,50.0,599377.03,113488.47,Car,592.0,35,21.13,2017-03-25,0
CUST01065,45.0,480689.91,201937.12,Business,560.0,50,19.46,2021-10-22,1
CUST01066,,194290.24,95556.29,Business,531.0,53,8.31,2018-04-16,1
CUST01067,29.0,527409.43,135768.25,Home,675.0,36,15.13,2016-03-31,0
CUST01068,35.0,430088.18,101500.2,Car,666.0,44,36.42,2019-05-08,0
CUST01069,47.0,572751.46,106378.89,Home,753.0,40,21.12,2020-02-23,1
CUST01070,38.0,363754.25,277630.52,Home,733.0,46,5.97,2023-12-03,0
CUST01071,51.0,296339.28,203015.58,Education,842.0,40,40.14,2024-12-08,0
CUST01072,52.0,300913.37,103532.65,Car,644.0,41,74.21,2025-11-07,0
CUST01073,51.0,338038.44,112271.18,Home,629.0,36,6.9,2016-03-14,1
CUST01074,51.0,446597.29,64788.13,Business,546.0,47,22.52,2025-08-16,1
CUST01075,27.0,476383.86,88984.46,Business,706.0,45,23.18,2020-12-13,0
CUST01076,43.0,402173.98,118852.52,Business,659.0,53,6.72,2016-12-17,1
CUST01077,31.0,358018.6,164451.04,Home,702.0,52,55.14,2022-06-10,0
CUST01078,20.0,371126.54,154744.79,Other,559.0,45,23.56,2015-09-11,1
CUST01079,35.0,1550150.21,50738.72,Education,678.0,38,44.79,2020-04-21,0
CUST01080,53.0,300931.34,177404.84,Education,666.0,33,30.0,2024-07-10,0
CUST01081,43.0,,93595.33,Home,661.0,46,53.75,2026-03-01,0
CUST01082,60.0,2296569.52,54600.87,Business,595.0,41,29.68,2018-04-24,0
CUST01083,40.0,546072.29,220098.59,Education,745.0,43,16.55,2017-01-02,0
CUST01084,65.0,221906.12,237510.57,Business,814.0,43,34.46,2021-09-12,0
CUST01085,40.0,6154665.84,115641.27,Business,561.0,42,11.75,2016-10-22,1
CUST01086,38.0,280682.82,151036.4,Business,708.0,57,36.91,2026-04-01,0
CUST01087,24.0,696993.07,1393883.18,Business,250.0,41,10.05,2018-10-08,0
CUST01088,,398124.03,228082.64,Other,703.0,39,21.92,2017-02-21,0
CUST01089,32.0,355081.31,152793.27,Home,500.0,39,18.67,2017-09-26,1
CUST01090,31.0,989131.42,44506.34,Home,608.0,53,28.15,2019-04-23,1
CUST01091,52.0,587246.93,329682.27,Business,,39,59.77,2023-07-11,0
CUST01092,51.0,719631.62,187099.18,Education,633.0,40,14.69,2024-12-21,1
CUST01093,,,72713.73,Education,717.0,50,42.82,2023-06-19,1
CUST01094,,354256.94,53221.88,Business,501.0,32,54.96,2022-06-21,1
CUST01095,37.0,600595.66,133637.75,Education,621.0,37,41.91,2018-02-08,1
CUST01096,37.0,809852.73,83536.92,Business,609.0,55,28.0,2025-10-10,0
CUST01097,47.0,473245.25,120330.48,Car,776.0,48,26.95,2026-06-28,1
CUST01098,55.0,1089055.43,154205.92,Business,685.0,49,13.93,2022-04-05,1
CUST01099,42.0,676876.15,70272.43,Home,556.0,56,5.06,2024-01-01,0
CUST01100,60.0,491880.6,50530.64,Education,612.0,30,24.22,2018-06-28,0
CUST01101,48.0,501692.8,124429.07,Business,774.0,44,58.22,2020-02-21,0
CUST01102,,473836.95,71680.02,Home,707.0,51,63.76,2024-04-02,0
CUST01103,47.0,236660.19,107759.53,Car,250.0,54,6.26,2019-11-16,1
CUST01104,57.0,422930.82,44090.7,Car,629.0,41,62.45,2023-09-23,1
CUST01105,60.0,494149.43,84854.25,Education,631.0,45,35.62,2024-11-18,1
CUST01106,51.0,359315.98,151595.51,Car,607.0,41,32.77,2025-09-24,1
CUST01107,38.0,523786.01,141996.76,Home,513.0,53,57.93,2018-05-09,1
CUST01108,36.0,447151.95,61511.86,Business,596.0,42,47.08,2020-06-21,0
CUST01109,44.0,651378.36,48973.83,Home,761.0,36,9.9,2019-06-08,0
CUST01110,56.0,616341.33,99653.88,Education,620.0,47,12.58,2020-10-11,1
CUST01111,43.0,480977.92,138222.46,Education,642.0,62,4.39,2023-07-15,0
CUST01112,43.0,223327.27,125882.61,Home,,42,31.71,2018-09-21,1
CUST01113,39.0,1083125.47,72598.83,Home,827.0,36,11.02,2017-09-05,1
CUST01114,34.0,412113.68,118030.07,Other,651.0,42,16.06,2018-02-02,1
CUST01115,36.0,424877.76,243145.01,Business,,48,53.3,2023-10-22,0
CUST01116,39.0,372778.46,111645.82,Home,602.0,47,34.83,2026-06-15,1
CUST01117,57.0,346554.08,37053.25,Business,950.0,49,35.5,2016-03-08,0
CUST01118,35.0,957450.23,111515.65,Education,651.0,49,91.49,2026-03-26,0
CUST01119,39.0,884716.17,336506.98,Home,588.0,40,1.0,2015-05-15,0
CUST01120,28.0,552493.36,45595.55,Business,634.0,35,11.59,2021-02-01,0
CUST01121,46.0,419261.42,100492.14,Car,721.0,46,18.58,2016-07-15,1
CUST01122,53.0,602931.57,86180.46,Home,586.0,37,12.29,2025-12-23,1
CUST01123,56.0,459042.69,104561.4,Business,650.0,44,44.53,2023-10-04,1
CUST01124,40.0,402273.92,110918.53,Home,707.0,45,20.39,2019-02-04,0
CUST01125,44.0,523898.35,195630.55,Home,584.0,48,8.92,2022-11-21,1
CUST01126,36.0,354839.6,103867.36,Home,738.0,49,29.72,2024-10-08,1
CUST01127,44.0,501887.93,212427.44,Business,656.0,41,33.48,2017-07-01,0
CUST01128,41.0,489975.4,91987.37,Business,637.0,52,9.64,2022-04-19,0
CUST01129,39.0,598072.95,80010.88,Other,489.0,34,21.19,2018-06-11,1
CUST01130,40.0,324626.81,66071.33,Home,620.0,43,34.06,2023-03-30,1
CUST01131,43.0,631004.44,233738.33,Business,680.0,47,55.36,2021-07-10,0
CUST01132,35.0,281206.42,116479.3,Education,790.0,40,13.45,2023-04-04,0
CUST01133,35.0,332274.49,338540.89,Car,695.0,48,36.81,2022-04-26,0
CUST01134,57.0,339604.67,129954.71,Home,740.0,50,15.24,2022-04-23,1
CUST01135,68.0,258842.26,149051.69,Business,553.0,45,25.76,2015-12-22,1
CUST01136,25.0,735150.96,77047.79,Home,640.0,35,10.47,2024-10-18,1
CUST01137,24.0,272521.77,85254.82,Education,748.0,45,36.01,2016-12-20,1
CUST01138,27.0,311932.42,178221.94,Education,579.0,52,49.11,2019-07-04,0
CUST01139,37.0,828774.89,329461.96,Home,727.0,54,21.93,2020-11-15,0
CUST01140,48.0,332604.26,241052.19,Other,709.0,40,19.78,2024-10-04,1
CUST01141,45.0,402692.55,160034.83,Business,672.0,42,18.32,2022-03-26,1
CUST01142,40.0,266728.22,100819.83,Car,624.0,43,7.97,2017-02-08,1
CUST01143,44.0,670967.25,111952.66,Business,571.0,61,41.18,2018-04-17,1
CUST01144,,,62811.64,Car,792.0,45,54.4,2017-04-19,0
CUST01145,35.0,640159.7,41402.62,Business,701.0,37,12.79,2021-10-16,1
CUST01146,38.0,578830.47,50207.56,Home,,47,28.43,2023-03-31,0
CUST01147,21.0,458994.98,101709.91,Car,617.0,54,35.31,2023-02-24,0
CUST01148,25.0,340377.87,82851.46,Car,653.0,38,15.02,2023-08-16,1
CUST01149,26.0,294347.21,209219.84,Car,663.0,43,63.58,2023-01-25,1
CUST01150,46.0,843194.36,96529.7,Car,682.0,35,28.82,2025-05-15,1
CUST01151,41.0,648490.18,81547.57,Home,709.0,42,6.25,2025-06-02,0
CUST01152,45.0,312808.95,48839.3,Other,587.0,42,50.92,2018-02-27,1
CUST01153,18.0,451312.77,79054.49,Home,533.0,48,22.62,2018-07-01,1
CUST01154,22.0,380766.82,767574.39,Home,657.0,37,17.24,2015-08-24,1
CUST01155,45.0,251675.2,68187.58,Car,510.0,44,39.02,2018-01-27,1
CUST01156,18.0,,172129.45,Education,624.0,35,15.45,2020-10-31,0
CUST01157,51.0,359422.43,31516.27,Home,609.0,46,60.91,2022-07-28,1
CUST01158,18.0,274781.54,29987.04,Education,689.0,48,52.14,2025-01-22,1
CUST01159,47.0,211173.16,98910.58,Business,809.0,39,66.57,2021-10-29,1
CUST01160,28.0,202419.64,104576.73,Home,494.0,43,88.17,2026-03-02,1
CUST01161,50.0,367429.57,125810.12,Other,832.0,52,34.93,2021-05-11,1
CUST01162,73.0,423984.64,71440.19,Car,631.0,56,24.27,2024-11-10,1
CUST01163,,,56911.1,Education,678.0,54,14.94,2024-04-15,0
CUST01164,46.0,612540.12,98283.39,Home,,35,37.38,2020-08-18,0
CUST01165,18.0,428149.08,723109.48,Business,730.0,48,86.58,2025-01-10,0
CUST01166,43.0,590333.35,250356.92,Business,653.0,43,8.03,2024-12-03,0
CUST01167,36.0,403747.36,81264.43,Home,645.0,50,30.64,2018-08-04,0
CUST01168,39.0,298474.92,95615.37,Home,495.0,54,6.16,2017-06-17,1
CUST01169,28.0,468391.04,435936.07,Home,656.0,33,5.89,2016-05-24,0
CUST01170,,235310.86,87828.72,Home,718.0,48,55.63,2025-08-03,1
CUST01171,22.0,579383.14,137818.67,Other,631.0,38,49.66,2020-01-31,1
CUST01172,52.0,276903.79,145478.8,Education,744.0,42,14.29,2021-07-07,0
CUST01173,33.0,700196.48,153099.14,Education,741.0,47,9.46,2018-02-21,1
CUST01174,23.0,373536.92,117441.12,Other,599.0,40,68.31,2019-06-23,1
CUST01175,56.0,752583.14,110891.16,Business,778.0,44,10.13,2019-08-17,0
CUST01176,37.0,252379.3,104841.04,Business,654.0,55,7.37,2021-09-07,0
CUST01177,59.0,315248.08,69870.84,Car,654.0,41,10.44,2017-01-05,1
CUST01178,51.0,535238.37,120007.71,Car,658.0,36,33.0,2024-01-05,0
CUST01179,29.0,794325.45,333429.76,Home,656.0,43,96.28,2019-06-29,1
CUST01180,37.0,1017953.15,204108.94,Car,440.0,45,15.14,2017-10-05,1
CUST01181,39.0,451659.15,118462.39,Car,635.0,48,55.15,2015-03-03,1
CUST01182,55.0,1108893.04,164966.53,Home,541.0,45,26.73,2016-03-03,0
CUST01183,43.0,382761.64,58600.26,Car,780.0,47,3.19,2018-02-04,0
CUST01184,40.0,766341.99,84431.24,Car,777.0,45,15.54,2023-06-05,0
CUST01185,36.0,276208.0,174330.8,Car,718.0,42,50.04,2024-10-28,1
CUST01186,37.0,545850.42,240939.3,Home,631.0,50,48.2,2025-12-12,1
CUST01187,52.0,137194.3,62160.83,Car,569.0,48,13.68,2018-06-04,0
CUST01188,38.0,252509.59,73854.12,Car,597.0,44,41.03,2022-04-28,1
CUST01189,34.0,558683.5,365428.34,Business,805.0,49,22.24,2018-01-31,1
CUST01190,32.0,229528.06,104585.14,Business,595.0,46,32.08,2016-08-21,0
CUST01191,32.0,547695.53,294789.61,Home,462.0,44,57.28,2021-03-29,1
CUST01192,23.0,696086.39,111760.6,Home,732.0,44,14.17,2022-05-24,0
CUST01193,30.0,344324.53,114428.81,Car,770.0,39,17.91,2023-09-29,0
CUST01194,54.0,272535.33,82183.14,Home,783.0,47,58.0,2016-05-04,1
CUST01195,36.0,349027.74,173777.86,Car,733.0,48,89.7,2023-08-02,0
CUST01196,46.0,272963.63,222941.91,Other,746.0,57,45.82,2018-06-28,0
CUST01197,18.0,420581.36,53050.45,Home,654.0,53,30.63,2018-03-14,1
CUST01198,44.0,465582.84,79899.88,Car,484.0,56,45.53,2015-05-13,1
CUST01199,36.0,379646.16,170936.45,Business,652.0,54,15.47,2017-05-08,0
CUST01200,33.0,1021905.54,91333.31,Education,700.0,55,25.57,2020-08-08,1
